0.12442  	0.18728  	0.35168  	0.33640  	0.06031  	0.23895  	0.25199  	0.36505  	0.55170  	0.34092  	0.44196  	1.28197  	-0.0678  	-0.0240  	-0.4708  	0.67774  	0.35567  	0.47168  	0.49100  	0.52237  	0.25815  	-0.0578  	0.16275  	0.35134  	-0.3249  	0.07615  	0.16634  	-0.6795  	-0.7965  	-0.4227  	0.00837  	0.10925  	0.20042  	-0.1323  	0.33105  	-0.1704  	0.41755  	0.20025  	-0.1445  	-0.1004  	0.35688  	0.01688  	0.04410  	0.25827  	0.09129  	0.02345  	-0.0159  	0.07183  	0.02007  	-0.0187  	-0.0198  	-0.0175  	-0.0078  	0.01822  	-0.0162  	-0.0119  	-0.0455  	-0.0162  	-0.0118  	0.01374  	-0.0142  	-0.0021  	0.08725  	0.01269  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
0.12442  	0.18728  	0.35168  	0.33640  	0.06031  	0.23895  	0.25199  	0.36505  	0.55170  	0.34092  	0.44196  	1.28197  	-0.0678  	-0.0240  	-0.4708  	0.67774  	0.35567  	0.47168  	0.49100  	0.52237  	0.25815  	-0.0578  	0.16275  	0.35134  	-0.3249  	0.07615  	0.16634  	-0.6795  	-0.7965  	-0.4227  	0.00837  	0.10925  	0.20042  	-0.1323  	0.33105  	-0.1704  	0.41755  	0.20025  	-0.1445  	-0.1004  	0.35688  	0.01688  	0.04410  	0.25827  	0.09129  	0.02345  	-0.0159  	0.07183  	0.02007  	-0.0187  	-0.0198  	-0.0175  	-0.0078  	0.01822  	-0.0162  	-0.0119  	-0.0455  	-0.0162  	-0.0118  	0.01374  	-0.0142  	-0.0021  	0.08725  	0.01269  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
0.09839  	0.16850  	0.34814  	0.34532  	0.10930  	0.21907  	0.26504  	0.32841  	0.54659  	0.41643  	0.38423  	1.28206  	-0.0432  	-0.0383  	-0.5858  	0.68285  	0.34962  	0.52639  	0.48861  	0.59677  	0.14378  	-0.0916  	0.08628  	0.28690  	-0.2949  	0.09534  	0.11781  	-0.5735  	-0.6807  	-0.4215  	0.01702  	0.09426  	0.21460  	-0.1336  	0.25849  	-0.1208  	0.31515  	0.17153  	-0.0966  	-0.0785  	0.38293  	0.00920  	0.07120  	0.26236  	0.09626  	0.02465  	-0.0109  	0.08238  	0.02613  	-0.0126  	-0.0157  	-0.0204  	-0.0091  	0.01618  	-0.0112  	-0.0173  	-0.0464  	-0.0204  	-0.0080  	0.01065  	-0.0113  	-0.0068  	0.09111  	0.01075  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
0.15577  	0.14557  	0.30121  	0.28487  	0.12712  	0.20804  	0.26320  	0.29317  	0.50964  	0.55499  	0.14709  	1.11813  	0.10131  	0.08898  	-0.5256  	0.56269  	0.36044  	0.54198  	0.49948  	0.54114  	-0.0142  	-0.0369  	0.01693  	0.23340  	-0.1231  	0.08052  	0.16076  	-0.5656  	-0.5272  	-0.3326  	0.06364  	0.07464  	0.16014  	-0.1259  	0.19844  	-0.0807  	0.19062  	0.11811  	-0.0250  	-0.0254  	0.39433  	0.00775  	0.07489  	0.27520  	0.07391  	0.01646  	-0.0251  	0.11143  	0.04976  	-0.0178  	-0.0084  	-0.0187  	-0.0078  	0.01722  	-0.0091  	-0.0076  	-0.0483  	-0.0223  	-0.0105  	0.02120  	-0.0097  	0.00239  	0.10203  	0.01275  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.3338  	0.00422  	-0.0207  	0.03298  	0.06827  	-0.2504  	0.30383  	0.15948  	0.43239  	0.65036  	0.45372  	1.10067  	-0.0279  	-0.0030  	-0.7774  	0.48198  	0.30715  	0.59377  	0.48500  	0.61799  	0.02159  	-0.0854  	-0.0871  	0.32131  	-0.1477  	0.08969  	0.09606  	-0.5151  	-0.6021  	-0.4202  	0.03325  	0.03122  	0.18755  	-0.1292  	0.25949  	-0.0135  	0.22577  	0.09886  	-0.0762  	0.00420  	0.44147  	0.04221  	0.03740  	0.24270  	0.10372  	0.02696  	-0.0113  	0.08590  	0.00768  	0.00816  	-0.0188  	-0.0333  	-0.0173  	0.01701  	-0.0085  	-0.0132  	-0.0406  	-0.0288  	-0.0082  	0.00455  	-0.0105  	-0.0007  	0.07473  	0.01116  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.6191  	-0.0490  	-0.1098  	-0.0968  	0.01108  	-0.3210  	0.22722  	0.05315  	0.39294  	0.57543  	0.52881  	1.24620  	-0.0957  	-0.2886  	-0.8799  	0.38171  	0.33252  	0.58530  	0.49893  	0.66743  	-0.0296  	-0.1306  	0.06298  	0.28642  	-0.3576  	0.15111  	-0.0109  	-0.4311  	-0.5231  	-0.3931  	0.03441  	0.04287  	0.17439  	-0.1040  	0.12979  	-0.0491  	0.13970  	0.09899  	-0.0424  	0.02568  	0.40448  	0.05554  	-0.0113  	0.25536  	0.10883  	0.01982  	-0.0075  	0.06380  	-0.0019  	-0.0224  	-0.0072  	-0.0205  	-0.0176  	0.01980  	-0.0208  	-0.0290  	-0.0394  	-0.0209  	-0.0074  	0.00881  	-0.0109  	-0.0130  	0.07634  	0.00224  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.5938  	-0.0430  	0.02301  	-0.2394  	-0.1189  	-0.2593  	0.18232  	0.04637  	0.39943  	0.60111  	0.57774  	1.15498  	-0.1859  	-0.3854  	-1.0851  	0.46074  	0.33135  	0.61455  	0.52406  	0.66175  	-0.0955  	-0.1304  	0.14215  	0.26423  	-0.3112  	0.13422  	-0.0291  	-0.3673  	-0.5087  	-0.4083  	0.06302  	0.05110  	0.14202  	-0.1267  	0.06433  	0.02957  	0.16873  	0.09179  	-0.0719  	-0.0454  	0.48341  	0.00361  	0.05538  	0.26204  	0.11636  	0.01320  	-0.0122  	0.05587  	0.00948  	-0.0258  	-0.0174  	-0.0319  	-0.0090  	0.01087  	-0.0137  	-0.0382  	-0.0319  	-0.0138  	-0.0052  	0.00440  	-0.0147  	-0.0084  	0.08980  	0.01644  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.2418  	0.06680  	0.15806  	-0.0222  	-0.0140  	-0.1012  	0.19934  	0.09765  	0.42935  	0.60418  	0.42889  	1.27752  	-0.1221  	-0.3361  	-1.0071  	0.62829  	0.29439  	0.61967  	0.50667  	0.68497  	-0.1498  	-0.1006  	0.06011  	0.15162  	-0.3068  	0.13041  	-0.1233  	-0.3186  	-0.4602  	-0.4260  	0.02535  	0.06893  	0.19268  	-0.1246  	0.10194  	0.01033  	0.15696  	0.09811  	-0.0097  	-0.0154  	0.49397  	0.00766  	0.09101  	0.26734  	0.11042  	0.02708  	-0.0017  	0.09327  	0.02654  	-0.0275  	-0.0002  	-0.0316  	-0.0171  	0.00044  	-0.0136  	-0.0309  	-0.0402  	-0.0128  	-0.0118  	-0.0011  	-0.0251  	-0.0143  	0.08964  	0.01501  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.5428  	-0.0075  	-0.0076  	-0.0887  	0.00656  	-0.2305  	0.22047  	0.05492  	0.38789  	0.65549  	0.47497  	1.25077  	-0.2008  	-0.3645  	-1.0382  	0.55465  	0.30815  	0.62431  	0.53194  	0.67800  	-0.1308  	-0.1303  	-0.0162  	0.20508  	-0.2364  	0.11084  	-0.0164  	-0.3280  	-0.4504  	-0.3883  	0.03229  	0.07462  	0.13398  	-0.1396  	0.10953  	0.05920  	0.15913  	0.07754  	-0.0328  	-0.0075  	0.47286  	0.01099  	0.03875  	0.24033  	0.11206  	0.02173  	-0.0108  	0.07303  	0.02455  	-0.0204  	-0.0039  	-0.0319  	-0.0177  	-8.6026  	-0.0067  	-0.0353  	-0.0245  	-0.0141  	-0.0051  	-0.0042  	-0.0210  	-0.0132  	0.10002  	0.01512  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
-0.7740  	-0.1035  	-0.2646  	-0.2704  	-0.0111  	-0.3849  	0.20730  	-0.0193  	0.36452  	0.72055  	0.56986  	1.24354  	-0.0966  	-0.3094  	-1.0874  	0.41549  	0.33320  	0.63276  	0.52192  	0.60781  	-0.1585  	-0.1419  	0.08254  	0.27088  	-0.2889  	0.15712  	-0.0403  	-0.3959  	-0.4956  	-0.4116  	0.04977  	0.02063  	0.18048  	-0.1219  	0.08186  	0.02823  	0.10159  	0.05185  	0.00484  	0.00703  	0.38351  	0.06467  	0.02502  	0.24466  	0.12533  	0.02159  	-0.0128  	0.06852  	0.00813  	0.01167  	-0.0225  	-0.0228  	-0.0096  	0.02467  	-0.0123  	-0.0400  	-0.0492  	-0.0175  	0.00420  	0.00711  	-0.0135  	-0.0029  	0.07923  	0.00091  	0.18056  	0.00311  	-0.0185  	0.01281  	0.03969  	0.78064  	1.08153  	126.980  	106.504  	
